,User_Id,Post_Description,likes,comments,labels,eng_score,engagement_score
205,Photo by @ronan_donovan ," A storm builds over Church Rock in New Mexico's Red Rock State Park. My church has always been a place without walls. Raised in rural Vermont, my parents never forced a man-made theology upon my brother and I. Instead, they allowed us to experience the physical world that wasnÂÃÂªt created by man. The thunder, the cold winters, the spotted salamanders, the spring peepers, the night sky, the goldfinches, ravens, evening grosbeaks, ruby-throated hummingbirds, the taste of wild blackberries, summer squash from the garden, and countless other life experiences that cannot be had indoors. If I worship any one thing, it would be the sun for it brings life to all things on Earth. I feel its warmth on my face, I long for its return in winter, I know its wrath when I expose my skin too itÂÃÂªs rays for too long, and I see the life it brings all over the world with my own eyes. I believe in what I see and what feels real to me. I worship healthy ecosystems because they bring life to us all. Where is your church?",597607,1551,"['sky', 'cloud', 'wilderness', 'highland', 'ecosystem', 'hill', 'grassland', 'meteorological phenomenon', 'mountain', 'rural area']",0.16410817210265757,High
206,Photo by Aaron Huey @argonautphoto ," Sunset at an unnamed granary in #BearsEarsNationalMonument, Utah, shot on assignment for our current cover story. These structures, built by the Ancestral Pueblo people (often, and inappropriately, called the Anasazi), most likely date between 700-1250CE. By 700 there was a strong dependence on corn as a food source in the Cedar Mesa area as well as beans and squash. To survive long droughts these foods would have been stored in massive quantities to last several years in these cliffside granaries. Hear Octavius Seowtewa, the leader of the Galaxy Medicine Society of the Zuni people (descendants of the Ancestral Puebloans of the Bears Ears Region) describe these storehouses by following @argonautphoto and his IG story today. #BearsEarsNationalMonument",355159,600,"['rock', 'sky', 'canyon', 'wilderness', 'formation', 'badlands', 'national park', 'geology', 'cliff', 'terrain']",0.09568448512477828,High
207,Photo by @tasneemalsultan ," We were engaged and had signed the legal papers to celebrate the marriage after graduation...but, I found him cheating with his friend's wife. For some reason I felt ashamed, so I kept the reason behind our separation to ourselves. I remember sitting in front of the judge waiting for the finalized divorce papers whilst the  judge looked at me disapprovingly and said: ÂÃÃhad you been a better wife and stuck to looking after your home and husband you wouldnÂÃÂªt be here todayÂÃÂ. The judge asked that we go seek counseling first...#sauditalesoflove #saudiarabia #saudiwomen #marriage #love #divorce",180018,646,['ruins'],0.05045990474846464,Low
208,Photo by @simonnorfolkstudio ," Territorially part of Yemen,  Socotra (Arabic: Â¯_Ã´ÂÃ´Ã¢Ã´ÂÂ¯Ã¡Ã´ÃÂ¯Â±Ã´_Ã´Ã¤ÂÃ_ SuquÂ__ra), is an archipelago of four islands located in the Arabian Sea. As a consequence of its isolation, the island is home to a high number of endemic species; up to a third of its plant life is endemic. It has been described as """"the most alien-looking place on EarthÂÃÂ. In the Dragon's Blood tree Forest at Diksam. An hour long exposure. The Dragon Blood tree (Dracaena cinnabari) has a unique and strange appearance, with an """"upturned, densely packed crown"""". This evergreen species is named after its dark red resin, which is known as """"dragon's blood"""". The trees have long been harvested for their resin, highly prized in the ancient world and still used today. Socotrans use it ornamentally as well as for dying wool, as a glue, and a breath freshener. Because of the belief that it is the blood of the dragon it is also used in ritual magic and alchemy. Human activities have greatly reduced the tree's population through overgrazing, and feeding the flowers and fruits to livestock. One of the species' greatest threats is the gradual dessication of the archipelago.Follow @simonnorfolkstudio  for updates, outtakes, unpublished and archive material.@natgeo @simonnorfolkstudio #Socotra #landscape #soqotra #documentaryphotography #simonnorfolkstudio #simonnorfolk #documentary #reportage #Yemen #arabiansea #photojournalism #journalism #arabianpeninsular #arabia #endemic #threatenedspecies #endangeredspecies #simonnorfolkstudio #simonnorfolk #worldheritage #DragonBloodTree #desert #iucn #diksumplateau #diksum",371668,731,"['sky', 'nature', 'atmosphere', 'night', 'star', 'astronomical object', 'tree', 'darkness', 'earth', 'midnight']",0.10072356573481744,High
209,Photo by Juan Arredondo @juanarre ," Buenaventura, Valle del Cauca, Colombia. Members of the Wounaan Indigenous group took shelter at a local school in the city of Buenaventura.66 families made the four-hour journey by boat to seek assistance after being  forcibly displaced by cocaine trafficking groups and illegal armed groups battling to take control of this country's region. A peace accord singed in 2016 has ended the 53 years flight with largest rebel group FARC but previous controlled areas by this group are now the target of emerging illegal groups in a race to control the drug trade. These are some of the new challenges this hopeful currently nation face. #internallydisplaced #Colombia #postconflictchallenges",186516,628,"['water', 'recreation', 'vacation', 'fun', 'leisure']",0.052044363201641644,Low
210,Photo by Michael Yamashita @yamashitaphoto ," Mesmerized by the emerald waters of Tibetan high altitude lakes, Siling Tso is the highest in the world at 17,670 ft, and the second largest in Tibet. So striking in contrast to monochrome grasslands. These lakes, often salt water, have a mineral content that gives them the green glow. People believe the lakes have spirits and therefore are worshiped by doing kora. The water is not used for anything - not fishing, bathing, boating or washing. Just there to be looked at and admired.  #Zhongba #Xigaze #ChangtangPlateau #Tibet",464373,985,"['ecosystem', 'highland', 'grassland', 'sky', 'tundra', 'plain', 'steppe', 'wilderness', 'ecoregion', 'mountain']",0.12625801727281352,High
211,Photo by @stevewinterphoto ," Lions are roaring in Liwonde National Park in Malawi after decades of being extinct thanks to the work of @AfricanParksNetwork , the Malawian Government, @LionRecovery , @leonardodicapriofdn and @leonardodicaprio Liwonde National Park was recently on the verge of collapse just 3 years ago -the park was overrun with poaching and more wire snares existed in the park than large animals. But in 2015, @AfricanParksNetwork assumed management of the park on behalf of the Government, and immediately got to work training and outfitting their Ranger unit, preventing poaching, removing almost 30,000 snares, and making the park safe for nature's return. In 2017 they reintroduced cheetahs, and just as of August 16th, they reintroduced lions to restore this iconic species to the park, and help balance natural systems by bringing back critically needed predators. This population is expected to triple in the next few years - and will be supplemented with individuals from other parks African Parks manages in Malawi to ensure for a healthy genepool - as well as help with tourism to the park, benefiting the surrounding local communities. There are fewer than 20,000 lions left in Africa, down from 200,000 just 100 years ago - and their long-term future remains in question: they are threatened by habitat loss and fragmentation, lack of prey, unsustainable hunting and now poaching for their skins, bones, claws and other body parts. But projects like these show how with determination, political will, community support, and simply envisioning a better future, we can bring this species back as well as protect our last wild landscapes, benefiting both wildlife and people, and creating a better existence for all. To learn more about this project and other inspiring conservation stories from across Africa, please follow @AfricanParksNetwork @LionRecovery @leonardodicapriofdn and @leonardodicaprio",529931,2086,"['wildlife', 'lion', 'safari', 'masai lion', 'terrestrial animal', 'grass', 'big cats', 'national park']",0.1495993101620463,High
212,Photo by @gabrielegalimbertiphoto ," From the project FIRST JOB - OneÂÃÂªs first job is rarely forgotten. It is the beginning of adulthood, a rite of passage and a turning point. For numerous workers, only 30 years ago, the first job was often the only one, as people could remained in the same company for a lifetime, just being gradually promoted or slightly changing ones positions with seniority. In todayÂÃÂªs scenario all is temporary, as the dream of a life position has forever vanished. Usually the first job is the first of a long list that will follow. In the wake of the worst economic crises in modern history, where for many young adults there seemed to be actually no possibility for a first job at all, I explore the world of employment of todayÂÃÂªs youth. This is a project that will be carried out in all the 5 continents where the global theme does not obscure, but actually heightens the local specificities. Each one of the subjects whose portrait has been taken has an individual story that feeds into a larger narrative on how the world we live in is changing. From China to France, from Brazil to the U.S. we get a personal introduction to tomorrowÂÃÂªs workforce /// Jimei, China -  Chen Ming Ya, 22, was born and raised in Xiamen, China. She studied to become a hotel manager, but her real dream is to become a member of the Communist Party and work for the government. She loves politics, and says they are her greatest passion. Three months ago, right after she finished school, she started working as a receptionist in a sort of hotel owned by the state, which accepts only government people as guests. She works 8 hours a day, and she can have 2 days off per week. She earns RMB 3,200, or around USD 500, per month. /// Follow me @gabrielegalimbertiphoto for more stories -  #firstjob #job #work #china #jimei #hotel #communistparty #workforce",95907,265,"['floor', 'interior design', 'flooring', 'furniture', 'table']",0.026429174539504812,Low
213,Photo by @jimmy_chinÃ¥Ã," @alexhonnold contemplating his dream of free soloing El CapitanÂÃÂªs 3000ft wall from Taft Point in Yosemite National Park. A few weeks after this photo was taken, Alex made history by making the first free solo of El Capitan - climbed it without ropes. Heralded by some as one of the greatest athletic feats of all time. The stakes could be no higherÂÃ_perfection or death. Directed by @mochinyc and @jimmy_chin, the film was shot over two years while following Alex during his meticulous preparation and final climb. Much more than a climbing film, Free Solo is about life, love, dreaming big and facing your fears. @FreeSoloFilm has opened in theaters to rave reviews and leads the nominations for the third annual Critics' Choice Documentary Awards. The film expands nationwide this weekend. For more information about cities, theaters and tickets head to www.freesolofilm.com. Shot on assignment for @natgeo. To see more images from #freesolo, follow @jimmy_chin.",794356,2539,"['sky', 'cliff', 'cloud', 'rock', 'geological phenomenon', 'terrain', 'national park', 'mountain', 'escarpment', 'formation']",0.22087490995172734,High
214,Photos by @shonephoto (Robbie Shone) ," In August 2017, 49 years after being discovered, cave explorers reached a depth of -2,212m (7,257ft) in Veryovkina [cave] located in the Caucasus Mountains and set a new record for worldÂÃÂªs deepest cave.In September 2018, @shonephoto joined members of the Perovo Speleo Caving Team where he wanted to capture the work of the explorers as they pushed the boundaries of exploration deep beneath the earth.It took four days of abseiling (repelling) and thrutching through tight meandering passages to reach the bottom. The team then spent a week camped at -2,100m from where they made ÂÃÃ·dayÂÃÂª trips to the bottom.On day 11, things changed dramatically when a flood pulse hit the cave. The team waited at camp as the rumbling sound of a freight train getting louder and louder made its way through the inky blackness above. It hit the explorers and continued downwards. After a few hours everything started bubbling and gurgling. The water rose so fast, the team barely had time to get kitted up and out of the way. They left all the non-essential gear, including @shonephoto camera equipment. He took his precious memory cards that stored these photos showing the cave before the flood. The last person had to swim over the tent at camp to escape. The shafts and passages became a fierce torrent of water that was difficult to find air space to breath in. In total the water rose 130m above the base level. Read more from this harrowing story on @NatGeo . Photography for this expedition was supported by a grant from the National Geographic Society.",318598,886,"['caving', 'water', 'darkness', 'cave', 'formation', 'extreme sport']",0.08782892285612827,High
215,Photo by @chamiltonjames. Text by @chrisfagan_uac ," Worn footpaths and a clean garden of manioc and papaya hint at the recent use of this village by an isolated tribe near PeruÂÃÂªs remote Alto PurÃÂ¼s National Park. This border area between Peru and Brazil is home to perhaps the largest number of  people living in isolation on earth. But despite its remoteness their lives are being threatened. A different tribe recently contacted nearby, told of a horrific massacre by men with automatic weapons; most likely narcos who use the area to move coca to Brazil. This photo was taken at a safe distance and only after we were certain nobody was at home. The tribe who live in the village are semi-nomadic and known to leave for weeks at a time to collect turtle eggs and other resources closer to major rivers. Shot for the Peru part of our October issue on the AmazonÂÃÂªs isolated tribes. Check out the link in @chrisfagan_uac profile for more information on isolated tribes in the area.",216016,467,"['vegetation', 'forest', 'nature reserve', 'rainforest', 'ecosystem', 'tropical and subtropical coniferous forests', 'tree', 'wilderness', 'jungle', 'shrubland']",0.058782891574113934,Low
216,Photo by @beverlyjoubert ," ItÂÃÂªs a tough time of year in Botswana before the summer rains begin. Food is more limited - especially green, fresh, nutrient-filled vegetation. Elephants are lucky enough to have a very varied diet and spend the winter months eating more bark and woody vegetation. After a long winter, the reduced levels of nutrients can begin to take a toll on their condition - particularly in younger animals. The elephants will soon feast on green grass when the rains come, but right now theyÂÃÂªre actively digging for rhizomes and bulbs to supplement their woody meals. Follow @beverlyjoubert for more African wildlife. #elephants #changingseasons #mindyourstep",506474,1093,"['sky', 'sunlight', 'wildlife', 'silhouette', 'stock photography', 'landscape']",0.13781205894694304,High
217,Photo by @newshatavakolian ," Masoumeh Ahmadi, 14, a member of one of IranÂÃÂªs largest nomadic tribes, the Bakhtiari, holding her motherÂÃÂªs shotgun while sitting in a field. Many Iranian nomadic women get a firearm as a gift from their husbands, after having giving birth to a first son.  #Bakhtiari #nomads #Iran on assignment for @natgeo  The full story, on why Iranian nomads are fading away, can be found at natgeo.com @magnumphotos @pulitzercenter",293304,1751,"['ecosystem', 'steppe', 'ecoregion', 'mountain', 'hill', 'grassland', 'sky', 'grass family', 'landscape', 'grass']",0.08622026427230442,Low
218,Photo by @PaulNicklen ," A cautious gentoo penguin pops its head under the surface, scanning its surroundings for looming threats, such as hungry leopard seals. Gentoo penguins are extremely fast swimmers, which helps them avoid predators. However, they must always have their guard up; if they get too comfortable in the unpredictable waters of the ocean, they may end up as a meal. #FollowMe at @PaulNicklen for more photos of penguins. #penguin #gentoo #nature #photography",830090,2973,"['bird', 'water', 'fauna', 'beak', 'flightless bird', 'organism', 'wildlife', 'penguin', 'seabird', 'seaduck']",0.23264490972906993,High
219,Photo by @FransLanting ," The other night I had the great honor of receiving a Lifetime Achievement Award from @nhm_wpy, the Wildlife Photographer of the Year competition during a ceremony in LondonÂÃÂªs magnificent Natural History Museum. I was given a wonderful sculpture of a bull elephant. When my partner in life and work @ChristineEckstrom examined it closely, she realized it had been modeled after a photo I had made on assignment for @natgeo years ago of a famous elephant named """"Survivor"""" in ZambiaÂÃÂªs North Luangwa Valley. Survivor lived through a previous poaching holocaust in the 1980s and he was written up in Mark and Delia Owens' books """"Eye of the Elephant"""" and """"SurvivorÂÃÂªs Song."""" The bull elephants depicted here, which I photographed in Botswana one memorable evening, lived more tranquil lives thanks to its governmentÂÃÂªs enlightened policy of putting a moratorium on elephant hunting, but even there the tide is turning. Nearly one hundred elephants were found poached in an area recently that had been a safe haven for years. IÂÃÂªm sharing this image in honor of all elephant champions including the late Paul Allen, and respectfully ask that you consider supporting the organizations that can turn the current poaching crisis around and secure a future for elephants. Follow me @FransLanting to learn more. @elephantcrisisfund @savetheelephants @wildaid @wildnetorg #elephants #elephantcrisisfund #ivory #nhm_wpy #conservation #wildlifephotography #wildlife.",1084047,4793,"['elephants and mammoths', 'elephant', 'mammal', 'indian elephant', 'wildlife', 'african elephant', 'reflection', 'terrestrial animal', 'sky']",0.3090415156174591,High
220,Photo by @TimLaman ," Male Red Bird-of-Paradise high in the canopy of Waigeo Island, poses on his display perch with the ocean in the background. IndonesiaÂÃÂªs provinces of Papua and West Papua on island of New Guinea make up the Land of Papua or ""Tanah Papua"" in the Indonesian language. This region supports one of the only remaining large tropical forests in the world and is home to nearly half of IndonesiaÂÃÂªs biodiversity. Over 600 species of birds are found in Papua, including 27 bird-of-paradise species, many of which live nowhere else on earth.  At a major international Conference in Manokwari on Oct 10, the provinces made a major commitment to a green future.  West Papua has declared itself a ÂÃÃConservation ProvinceÂÃÂ and both provinces have tremendous environmental leadership, and committed to preserving 70% of their land as forest.  See our new video from the @BirdsofParadiseProject ÂÃÃTanah Papua ÂÃÃ A Paradise for BirdsÂÃÂ at the link in @BirdsofParadiseProject.  #ConservationProvince, #ProvinsiKonservasi #RajaAmpat, #Waigeo, #Papua, #Indonesia, #TanahPapua, #PapuaBiodiversity, #RedBirdofParadise, #BirdofParadise, @TimLaman.",354064,1121,"['beak', 'neck', 'bird', 'feather']",0.0983880433134225,High
221,Photo by @drewtrush ," Ursus arctos horribilis.  The Grizzly Bear, given it's latin name in part because of it's short temper, and fearsome reputation along the frontier.  #commonground #publiclands #grizzlybear #bears",754627,2856,"['grizzly bear', 'brown bear', 'bear', 'mammal', 'terrestrial animal', 'wildlife', 'american black bear', 'snout', 'carnivoran', 'fur']",0.21237432703763467,High
222,Photo by @pedromcbride ," The silence of these giants, as they pass with the wind through the protected lands of @lewa_wildlife ÂÃÃ always amazes me. To see more about conservation models in northern Kenya, follow @pedromcbride. @nrt_kenya #elephants #silence #nature #kenya #africa #petemcbride.",459649,988,"['sky', 'grassland', 'cloud', 'ecosystem', 'prairie', 'field', 'plain', 'savanna', 'pasture', 'horizon']",0.12504828430013057,High
223,Photo by @edkashi ," Mary Pacherres Alvarez, 32, in her parentÂÃÂªs home in Ignacio Escudero Montelima on Feb. 11, 2018. Mary was diagnosed with #CKDu 8 years ago, and has been on dialysis ever since. She is raising 4 kids in the same house with her parents. Her 13-year-old daughter stopped going to school in order to care for her. You can find With Every Breath, my film made in Peru with @t_laffay, through the link in my bio. @natgeo @insidenatgeo #natgeo #photojournalism #Peru #investigate #document #documentary #film #documentaryfilm #illness #disease #health #healthcare #dialysis #epidemic #chronickidneydisease #edkashi",151961,354,"['wall', 'girl', 'temple', 'leisure', 'art', 'fun']",0.04149818507566328,Low
224,Photo by @Hammond_Robin for @ICRC ," In northeastern Nigeria, merely going to work can be an act of bravery. 29 year old nurse Nafisa Abdulhameed (pictured) who works in an ICRC supported hospital learnt yesterday just how risky her work is. It has been announced that her colleague, 24-year-old Hauwa Mohammed Liman, a health worker, who had been abducted in March was killed by her captors. Another health worker abducted at the same time, Saifura Hussaini Ahmed Khorsa was killed in September. A third is still held captive. The ICRC made sustained and committed efforts to secure the release of the health-care workers, including a last-minute plea for mercy on Sunday to the Islamic State West Africa Province group, to no avail.//Nafisa is familiar with the violence that has rocked the region. She works in a specialist gunshot and bomb blast wounded ward set up and run by the ICRC in the State Specialist Hospital in Maiduguri. Everyday she stitches wounds and plugs gaping wounds of men and women whoÂÃÂªve experienced first hand the destructive force of sharp exploding metal.//Men make war; women live with the consequences. At least that is the way it is largely perceived. While living with and reacting to those consequences, women are hardly passive victims, though. They grieve, they fight against the suffering, and many find they are forced to re-invent themselves, shedding an old identify and forging a new one shaped by war.//This work was supported by the International Committee of the Red Cross, a humanitarian organization working on all sides of conflict to alleviate peopleÂÃÂªs suffering. To see more from the A WomanÂÃÂªs War project, go to @ICRC",146893,717,"['white', 'outerwear', 'girl', 'child', 'smile', 'neck', 'sleeve']",0.042263721703573634,Low
225,Photo by @joelsartore ," Currently, only three institutions in the world are home to the critically endangered rufous-fronted laughingthrush. The main population is housed at Cikananga Conservation Breeding Center (CCBC) @cikananga.foundation in Java where a captive breeding program was implemented in 2013. Over the past 5 years the facility has bred a total of 18 birds, with 17 still residing at CCBC. The key to success for this species will come from getting birds from different captive populations to breed with one another. The more genetic diversity a population has, the healthier it is, and the greater its chance of survival. With a lot of hard work and a little bit of luck this species may one day return to the wild. @zootrhy_plzen where this bird was photographed houses and breeds  and has one of the finest collections of this species in the world.",188967,422,"['bird', 'fauna', 'beak', 'nightingale', 'wing', 'feather', 'organism', 'old world flycatcher', 'wildlife', 'emberizidae']",0.05149952925497495,Low
226,Photo by @williamalbertallard ," India, 2002. I got to work in India for the first time in what was kind of the twilight of my career that dates back to 1964.  I was assigned by @natgeo to photograph the Dalits, also known as the Untouchables, those people who exist on the lowest rung of the India caste system.  This man has just emerged from cleaning out a sewer filled with filth by using only a bucket and a rope.  After finishing and closing the concrete cover, he had to go to several nearby homes before gaining permission to wash himself off with a garden hose.  Because he is an Untouchable he is destined to do what his father, his grandfather, and all the men in his family's past did, to clean waste from sewers.  There are Untouchables generations destined to a tradition of washing clothes, or tanning leather hides, or other tasks members of the upper castes refuse to do.  Despite his situation, this man who sits covered in sewage, wears a thin gold chain around his neck and I was struck by how it seemed to match the glint of pride in his eyes as I made his portrait.  He may be a collector of other people's wastes, but he does so with self esteem.#followme @williamalbertallard for more images of India and other @natgeo assignments spanning five-decades.@thephotosociety #india #Dalit #castes #onassignment #untouchable""",260845,3984,"['human body', 'temple', 'human', 'street', 'material', 'statue', 'fun']",0.09059621654273586,High
227,Photo by @stephenwilkes. ," The golden glow of late-afternoon sunlight makes the perfect backdrop for this posing grizzly, swimming in the Bella Coola river.  To see more photos from my travels near and far, visit me @stephenwilkes. #DayToNight #StephenWilkes #BellaCoola #CoastMountains #Canada #Grizzly",663952,3423,"['wildlife', 'grizzly bear', 'water', 'brown bear', 'mammal', 'bear', 'fauna', 'wilderness', 'snout', 'american black bear']",0.19207558478872225,High
228,Photo by @amivitale ," A keeper feeds three orphaned baby rhinos at the Lewa Wildlife Conservancy (@lewa_wildlife) in #Kenya. Animals here receive dedicated, constant care from their keepers, who look after their health and help prepare them for life in the wild. Indigenous communities are on the front lines of the fight against poaching and landscape destruction, making them the best protectors of the endangered wildlife around them.Follow @amivitale @lewa_wildlife @nrt_kenya & @nature_org to learn about the incredible work being done to protect and preserve these wondrous beings.@kenyawildlifeservice @thephotosociety @natgeo @nature_africa #WorthMoreAlive #protectrhinos #DontLetThemDisappear #rhinos #saverhinos #stoppoaching #kenya #northernkenya #magicalkenya #africa #everydayafrica #worldrhinoday #photojournalism #amivitale",503766,1792,"['rhinoceros', 'terrestrial animal', 'fauna', 'wildlife', 'horn', 'snout', 'zoo', 'elephant', 'grass']",0.1411175189840127,High
229,Photo by @gabrielegalimbertiphoto ," IÂÃÂªm recently turned 40 and almost every friend around me has become a parent over the last few years. A couple of friends and I are the only ones in our group who still donÂÃÂªt have kids of our own. I naturally began to observe how the others were raising their children. I watch them playing together, hear the arguments and the kidsÂÃÂª complaints at mealtimes or at bedtime. IÂÃÂªve often been the one in charge of the kids when those moments happen. Just maybe, all of these things are making me start to want to be a father. That is why IÂÃÂªve decided to make the relationships between fathers and their children the focus of this photo project. Wherever I am in the world, when I meet a father I ask him to tell me about a special moment he has spent with his children and, when I can, I photograph them together /// From the about FATHERS - Breda, The Netherlands ÂÃÃ Raoul (43), Tijn (6) and Ole (4) - Raoul is from Portugal originally, but he has been living in Holland for many years. HeÂÃÂªs a successful entrepreneur and owns a consulting company that operates in the oil and gas sector. He lives in Breda with his wife and children. He commutes to Rotterdam for work every day, by train or by car. ÂÃÃItÂÃÂªs a little stressful, but IÂÃÂªd rather live in a small city than in Rotterdam.ÂÃÂ He travels to the Middle East, too, about 5 or 6 times a year. Raoul doesnÂÃÂªt have much free time to be with his family. HeÂÃÂªs mostly only able to spend time with them on weekends, which he loves spending with his children. Lately, their favorite pastime has been bicycling. ÂÃÃOle, the youngest, is just now learning to ride by himself, so I still have to help him all the time and be careful that he doesn't fall.ÂÃÂ /// Follow me for more stories @gabrielegalimbertiphoto #father #fathers #dad #dads #netherlands #bike #biking #breda #rotterdam #holland #fatherhood",171273,683,"['land vehicle', 'vehicle', 'mode of transport', 'road', 'street', 'bicycle', 'lane', 'bicycle accessory', 'sports equipment', 'pedestrian']",0.04840081133495561,Low
230,Photo by @beverlyjoubert ," The dominant male from the Tsaro Pride at Duba Plains is well used to crossing deep channels on a daily basis. This one is only chest-deep and a path has been forged by a hippo.There's no keeping your paws dry in the Okavango when the dominant prey species is happy to wallow or feed where the area is at its swampiest. Right now he's not hunting; he's leaving that to the females who are after red lechwe, but he's following behind them so as not to miss out when they are successful. It's not unusual for the females to make a kill specifically for the male and then move away to a different area while he is busy eating, in order to hunt for the rest of the pride. #Okavangolions #DubaPlains #Tsaropride #Thisismytrophy #wetcat",462938,979,"['wildlife', 'wilderness', 'grassland', 'ecosystem', 'lion', 'nature reserve', 'fauna', 'masai lion', 'terrestrial animal', 'safari']",0.12585090250297634,High
231,"Photo by Matthieu Paley @paleyphoto I The Pamir mountains, partly wrapped in sand dunes, rise above Bulunkou reservoir, in Xinjiang, China. I was traveling by bus on the Karakoram Highway (KKH), the highest paved road in the world and the only ground transport link between China and Pakistan. A modern incarnation of the ancient silk road, the recent upgrade of the KKH has been accompanied by several energy projects, including hydropower stations such as this one / To explore different part of the world, follow me @paleyphoto / #uyghur  #xinjiang #bulunkoulake #KKH #Karakoramhighway",,283316,545,"['sky', 'ecosystem', 'cloud', 'ecoregion', 'horizon', 'highland', 'steppe', 'badlands', 'aeolian landform', 'plateau']",0.07670967733289802,Low
232,Photo by @PaulNicklen ," In South Georgia, Antarctica, an elephant seal pup gets its first look at its new home. Just minutes old, it weighs about 50 pounds. Over the next three weeks, the pup will gorge on rich milk from its mother, quickly fattening up to 400 pounds. #FollowMe at @PaulNicklen for more photos of Antarctic wildlife and landscapes. #seal #Antarctica #wildlife #photography",673568,3359,"['terrestrial animal', 'harbor seal', 'seals', 'fauna', 'snout', 'organism', 'wildlife', 'marine mammal', 'marine biology', 'walrus']",0.19420605205050337,High
233,Photos by @laurentballesta ," ""The Ice Monster"" An iceberg only shows 10% of its top above the surface. 90% remain invisible under water. Photographing the hidden face of the iceberg has always been a fantasy for me. In 2015, during an expedition to Antarctica on the initiative of director Luc Jacquet (March of the Penguins), we found the ideal conditions for the fantasy to become reality: an iceberg that floated just above the sandy bottom at -40 m (-130 ft), motionless as it was trapped in the ice floe. It measured ""only"" 200 m in circumference but it was already too large to see it completely under water. It took 3 days of diving, accepting some frozen toes, and the use of panoramic photo techniques to successfully complete the challenge. If you wish to see the making-of video visit my page @laurentballesta. - Un iceberg ne laisse voir que 10% de son sommet au-dessus de la surface. 90% reste invisible sous l'eau. Photographier la face cachÃÂ©e de l'iceberg a toujours ÃÂ©tÃÂ© un fantasme pour moi. En 2015, lors d'une expÃÂ©dition en Antarctique ÃÃ l'initiative du rÃÂ©alisateur Luc Jacquet (La Marche de l'empereur), nous avons trouvÃÂ© les conditions idÃÂ©ales pour que le fantasme devienne rÃÂ©alitÃÂ© : un iceberg qui flottait juste au-dessus d'un fond de sable ÃÃ -40 m, immobile car coincÃÂ© par la banquise. Il mesurait """" seulement """" 200 m de circonfÃÂ©rence mais c'ÃÂ©tait dÃÂ©jÃÃ trop pour le voir en entier sous l'eau. Il aura fallu 3 jours de plongÃÂ©e, accepter quelques orteils gelÃÂ©s, et l'utilisation des techniques de la photo panoramique pour rÃÂ©ussir le dÃÂ©fi. Si vous souhaitez voir la vidÃÂ©o making-of visitez ma page @laurentballesta. - #wildlifephotographeroftheyear",606193,3334,"['underwater diving', 'freediving', 'aqua', 'divemaster', 'scuba diving', 'underwater', 'marine biology', 'water', 'organism', 'sea']",0.17656374413959663,High
234,Photo by @dguttenfelder ," Fish mongers place frozen tuna in rows before the early morning start of the auction at TokyoÂÃÂªs famed Tsukiji wholesale seafood market.83 years after its opening, Tsukiji fish market was closed on Oct. 6, 2018. Long-planned but controversial, the worldÂÃÂªs largest fish market will be moved to a new 5 billion US dollar modern, enclosed structure. Tsukiji market will be razed in the coming months and replaced with a transit hub for buses during the Tokyo Olympics in 2020. Photo by @dguttenfelder on assignment in Tokyo for @natgeo.",380265,4601,"['fish', 'fish', 'animal source foods']",0.12515102551828117,High
235,Photo by @simonnorfolkstudio ," I was fortunate to travel to Socotra not just once, but twice. Here another two images of the astonishing white sand beach at Detwah Lagoon near Qalansia (or Qalansiyah). Socotra (Arabic: Â¯_Ã´ÂÃ´Ã¢Ã´ÂÂ¯Ã¡Ã´ÃÂ¯Â±Ã´_Ã´Ã¤ÂÃ_ SuquÂ__ra), is an archipelago of four islands located in the Arabian Sea and territorially part of Yemen. The largest island, also known as Socotra, lies about 380km (240mi) south of the Arabian Peninsula and 240km (150mi) east of the Horn of Africa. It has been described as """"the most alien-looking place on EarthÂÃÂ. As a consequence of its isolation, the island is home to a high number of endemic species; up to a third of its plant life isn't found anywhere else on Earth.  In the 1990s, a team of United Nations biologists conducted a survey of the archipelagoÂÃÂªs flora and fauna and counted nearly 700 endemic species; only New Zealand, Hawaii, New Caledonia, and the GalÃÃpagos Islands have more.Follow  @simonnorfolkstudio for updates, outtakes, unpublished and archive material.@simonnorfolkstudio @natgeo #Socotra #landscape #soqotra #documentaryphotography #simonnorfolkstudio #simonnorfolk words: @tribaleye #documentary #reportage #Yemen #arabiansea #photojournalism #journalism #arabianpeninsular #arabia  #simonnorfolkstudio #simonnorfolk #worldheritage #beach #surf",390661,816,"['sea', 'coastal and oceanic landforms', 'body of water', 'sky', 'coast', 'beach', 'ocean', 'shore', 'headland', 'promontory']",0.10614398987978266,High
236,Photo by @CristinaMittermeier ," Like ephemeral castles, icebergs float out to sea near the Antarctic Peninsula.  In a few days, the Convention on the Conservation of Antarctic Marine Living Resources #CCAMLR will meet to decide which areas of Antarctica should be protected.  In the face of rapid climate change, maybe they should protect it all? On assignment for @NatGeo with @PaulNicklen and @CraigWelch. #follow @CristinaMittermeier to see more images from this upcoming story.",360923,789,"['iceberg', 'water', 'sea ice', 'ice', 'sea', 'freezing', 'arctic', 'arctic ocean', 'calm', 'sky']",0.09826545937156743,High
